id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_sqft,house_age,is_renovated,years_since_renovation,total_rooms,living_lot_ratio,has_basement,price_category,decade_built
6300500875,20140514T000000,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,237.65432098765433,68,0,68,5.75,0.3253012048192771,1,Moderate ($250K-$500K),1940
2524049179,20140826T000000,2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,655.7377049180328,47,0,47,5.75,0.06797869258029286,1,Luxury (>$1M),1960
7137970340,20140703T000000,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,125.55066079295155,20,0,20,7.5,0.3603174603174603,0,Moderate ($250K-$500K),1990
8091400200,20140516T000000,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,236.16822429906543,30,0,30,3.5,0.11096131909156902,0,Moderate ($250K-$500K),1980
3814700200,20141120T000000,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,134.28571428571428,30,0,30,5.25,0.3769230769230769,0,Moderate ($250K-$500K),1980
1202000200,20141103T000000,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,136.25730994152048,74,0,74,5.0,0.3640621673408559,0,Budget (<$250K),1940
1794500383,20140626T000000,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,382.44897959183675,100,0,100,4.75,0.9104422147900408,1,High ($750K-$1M),1910
3303700376,20141201T000000,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,476.42857142857144,106,0,106,4.0,0.8855154965211891,0,Mid-High ($500K-$750K),1900
5101402488,20140624T000000,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,288.1578947368421,67,0,67,4.75,0.23824451410658307,1,Moderate ($250K-$500K),1940
1873100390,20150302T000000,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,279.76653696498056,10,0,10,6.5,0.35828802453645614,0,Mid-High ($500K-$750K),2000
8562750320,20141110T000000,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,250.2155172413793,12,0,12,5.5,0.5829145728643216,0,Mid-High ($500K-$750K),2000
2426039314,20141201T000000,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,235.2941176470588,10,0,10,3.5,0.9407114624505929,0,Moderate ($250K-$500K),2000
461000390,20140624T000000,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,295.06437768240346,86,0,86,5.75,0.466,1,Mid-High ($500K-$750K),1920
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,490.8256880733945,86,0,86,4.0,0.36333333333333334,0,Mid-High ($500K-$750K),1920
7955080270,20141203T000000,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,156.55339805825244,34,0,34,6.75,0.30935575912299146,1,Moderate ($250K-$500K),1980
9547205180,20140613T000000,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,302.60869565217394,85,1,13,5.5,0.7516339869281046,1,Mid-High ($500K-$750K),1930
9435300030,20140528T000000,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,331.32530120481925,82,0,82,5.0,0.04763544536271809,1,Mid-High ($500K-$750K),1930
2768000400,20141230T000000,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,271.1864406779661,111,0,111,6.0,0.3933333333333333,0,Mid-High ($500K-$750K),1900
7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,196.72131147540983,46,0,46,5.0,0.15108359133126936,1,Budget (<$250K),1960
2078500320,20140620T000000,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,230.91603053435114,19,0,19,6.5,0.3468820336290216,0,Mid-High ($500K-$750K),1990
5547700270,20140715T000000,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,243.19066147859922,15,0,15,6.5,0.46557971014492755,0,Mid-High ($500K-$750K),2000
7766200013,20140811T000000,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,183.64928909952607,31,0,31,6.25,0.17448110477135534,1,High ($750K-$1M),1980
7203220400,20140707T000000,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,239.77468706536857,1,0,1,7.75,0.6375243837559851,0,High ($750K-$1M),2010
9270200160,20141028T000000,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,436.30573248407643,93,0,93,4.0,0.6885964912280702,0,Mid-High ($500K-$750K),1920
1432701230,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,241.40625,56,0,56,4.0,0.13256006628003314,1,Moderate ($250K-$500K),1950
8035350320,20140718T000000,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,154.43037974683546,12,0,12,5.5,0.2323016981548188,0,Moderate ($250K-$500K),2000
8945200830,20150325T000000,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,212.6161616161616,49,0,49,4.0,0.11608818011257035,0,Budget (<$250K),1960
4178300310,20140716T000000,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,342.7947598253275,34,0,34,6.5,0.1706917113893858,0,High ($750K-$1M),1980
9215400105,20150428T000000,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,360.0,62,0,62,4.75,0.20962602716753312,0,Moderate ($250K-$500K),1950
822039084,20150311T000000,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,490.37413730475845,62,0,62,5.5,0.04235058841627567,1,Luxury (>$1M),1950
5245600105,20140916T000000,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,191.5966386554622,60,0,60,4.0,0.129361887161648,0,Budget (<$250K),1950
7231300125,20150217T000000,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,109.52380952380952,49,0,49,7.5,0.3448653382964747,1,Moderate ($250K-$500K),1960
7518505990,20141231T000000,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,425.531914893617,65,0,65,4.75,0.34558823529411764,1,Mid-High ($500K-$750K),1950
3626039271,20150205T000000,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,295.45454545454544,34,0,34,3.75,0.23157894736842105,1,Mid-High ($500K-$750K),1980
4217401195,20150303T000000,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,336.996336996337,88,0,88,7.25,0.455,1,High ($750K-$1M),1920
9822700295,20140512T000000,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,312.7208480565371,20,0,20,6.5,0.566,0,High ($750K-$1M),1990
9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,130.0,7,0,7,6.5,0.5005561735261401,0,Moderate ($250K-$500K),2000
2799800710,20150407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,124.3801652892562,12,0,12,5.5,0.5094736842105263,0,Moderate ($250K-$500K),2000
7922800400,20140827T000000,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,292.61538461538464,47,0,47,8.25,0.22660716775902942,0,High ($750K-$1M),1960
8079040320,20150223T000000,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,232.43243243243242,24,0,24,7.0,0.18544506816359263,0,Moderate ($250K-$500K),1990
1516000055,20141210T000000,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,302.3255813953488,56,0,56,5.25,0.10124793972215682,1,Mid-High ($500K-$750K),1950
9558200045,20140828T000000,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,229.36507936507937,61,0,61,4.75,0.15,0,Moderate ($250K-$500K),1950
5072410070,20141021T000000,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,200.47637951568083,42,0,42,4.75,0.289873417721519,0,Mid-High ($500K-$750K),1970
9528102996,20141207T000000,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,356.4935064935065,1,0,1,4.75,1.475095785440613,0,Mid-High ($500K-$750K),2010
1189001180,20140603T000000,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,256.0240963855422,36,0,36,5.25,0.27666666666666667,1,Moderate ($250K-$500K),1970
3253500160,20141120T000000,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,114.66606498194946,90,0,90,5.75,0.7272249934365975,1,Moderate ($250K-$500K),1920
3394100030,20140909T000000,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,358.45588235294116,26,0,26,6.5,0.24617612453615711,0,High ($750K-$1M),1980
3717000160,20141009T000000,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,128.125,10,0,10,6.5,0.4819277108433735,0,Moderate ($250K-$500K),2000
1274500060,20140825T000000,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,204.0,47,0,47,4.0,0.08285004142502071,0,Budget (<$250K),1960
1802000060,20140612T000000,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,414.0625,50,0,50,7.25,0.1587459073320766,1,Luxury (>$1M),1960
1525059190,20140912T000000,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,218.02935010482182,42,0,42,8.25,0.09522098454904779,1,Luxury (>$1M),1970
1049000060,20150105T000000,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,257.93650793650795,43,0,43,5.0,0.22451888809693513,0,Moderate ($250K-$500K),1970
8820901275,20140610T000000,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,207.63636363636363,99,0,99,6.0,0.3522479825797361,1,Mid-High ($500K-$750K),1910
5416510140,20140710T000000,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,151.26050420168067,10,0,10,6.5,0.476,0,Moderate ($250K-$500K),2000
3444100400,20150316T000000,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,194.97206703910615,50,0,50,4.75,0.03542520136951058,1,Moderate ($250K-$500K),1960
3276920270,20141105T000000,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,242.71137026239066,29,0,29,8.0,0.09771522990143011,1,High ($750K-$1M),1980
4036801170,20141013T000000,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,215.9090909090909,59,0,59,5.75,0.2410958904109589,1,Moderate ($250K-$500K),1950
2391600320,20150420T000000,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,461.53846153846155,74,0,74,4.0,0.20553359683794467,0,Moderate ($250K-$500K),1940
6300000287,20140609T000000,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,290.78014184397165,59,0,59,4.0,0.27865612648221344,1,Moderate ($250K-$500K),1950
1531000030,20150323T000000,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,208.69565217391303,13,0,13,6.5,0.08693899150769852,0,Mid-High ($500K-$750K),2000
5104520400,20141202T000000,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,165.95744680851064,12,0,12,5.5,0.46078431372549017,0,Moderate ($250K-$500K),2000
7437100340,20141222T000000,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,189.47368421052633,23,0,23,6.5,0.3226354219731703,0,Moderate ($250K-$500K),1990
9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,175.74257425742573,67,0,67,3.0,0.3005952380952381,1,Moderate ($250K-$500K),1940
1523059105,20150128T000000,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,211.9047619047619,51,0,51,4.5,0.1928374655647383,0,Moderate ($250K-$500K),1960
1133000671,20140602T000000,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,328.125,63,0,63,4.0,0.1447090744648779,0,Moderate ($250K-$500K),1950
4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,439.25233644859816,90,0,90,4.5,0.5944444444444444,1,High ($750K-$1M),1920
2599001200,20141103T000000,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,114.66165413533835,54,0,54,7.25,0.31666666666666665,0,Moderate ($250K-$500K),1960
3342103156,20140618T000000,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,166.4259927797834,9,0,9,6.25,0.4412233195285123,1,Moderate ($250K-$500K),2000
1332700270,20140519T000000,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,133.54037267080744,36,0,36,4.25,0.7892156862745098,0,Budget (<$250K),1970
3869900162,20140904T000000,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,325.24271844660194,9,0,9,3.75,0.9662288930581614,1,Moderate ($250K-$500K),2000
2791500270,20140522T000000,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,122.97979797979798,27,0,27,6.5,0.2674591381872214,0,Budget (<$250K),1980
5036300431,20150311T000000,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,312.46590909090907,14,0,14,7.75,0.5540689438060759,0,Luxury (>$1M),2000
4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,127.5,53,0,53,4.0,0.11428571428571428,0,Budget (<$250K),1960
6021501535,20140725T000000,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,272.1518987341772,76,0,76,4.5,0.316,1,Moderate ($250K-$500K),1930
6021501535,20141223T000000,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,443.0379746835443,76,0,76,4.5,0.316,1,Mid-High ($500K-$750K),1930
1483300570,20140908T000000,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,274.24242424242425,69,1,24,6.5,0.32195121951219513,1,High ($750K-$1M),1940
3422049190,20150330T000000,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,126.27551020408163,48,0,48,4.75,0.12499202856960653,0,Budget (<$250K),1960
1099611230,20140912T000000,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,171.55172413793105,40,0,40,5.5,0.18125,0,Budget (<$250K),1970
722079104,20140711T000000,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,173.48066298342542,35,0,35,4.75,0.04330143540669856,1,Moderate ($250K-$500K),1980
7338200240,20140516T000000,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,188.57758620689654,23,0,23,5.5,0.06296306347870925,0,Moderate ($250K-$500K),1990
1952200240,20140611T000000,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,411.0289855072464,105,0,105,5.5,0.15633260327769805,1,High ($750K-$1M),1910
5200100125,20141027T000000,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,280.3030303030303,86,0,86,5.0,0.5692926969522715,1,Mid-High ($500K-$750K),1920
7214720075,20141212T000000,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,319.61187214611874,32,0,32,5.25,0.020354484027771323,0,Mid-High ($500K-$750K),1980
2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,372.6027397260274,65,1,5,5.5,0.3599161839023789,0,Luxury (>$1M),1950
6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,239.6694214876033,61,0,61,4.0,0.0356732214982753,0,Moderate ($250K-$500K),1950
1328310370,20150402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,160.25641025641025,37,0,37,5.5,0.23388305847076463,1,Moderate ($250K-$500K),1970
546000875,20140523T000000,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,275.4491017964072,76,0,76,4.0,0.41697877652933835,1,Moderate ($250K-$500K),1930
3530510041,20140723T000000,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,152.01612903225808,30,0,30,3.75,0.49739269955876453,0,Budget (<$250K),1980
1853000400,20150305T000000,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,216.56050955414014,24,0,24,6.5,0.11199486392980704,0,Mid-High ($500K-$750K),1990
3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,231.5270935960591,73,0,73,6.75,0.16447901474639443,0,Moderate ($250K-$500K),1940
9545230140,20140725T000000,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,258.76623376623377,31,0,31,6.5,0.24002493765586036,0,Mid-High ($500K-$750K),1980
3362400511,20150304T000000,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,452.3809523809524,110,0,110,4.75,0.3786057692307692,1,Mid-High ($500K-$750K),1900
2525310310,20140916T000000,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,176.94805194805195,35,0,35,4.75,0.12222222222222222,1,Moderate ($250K-$500K),1980
6126500060,20141124T000000,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,158.62980769230768,44,0,44,4.75,0.3484670799128832,1,Moderate ($250K-$500K),1970
8961960160,20141028T000000,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,148.60681114551085,14,0,14,6.5,0.19974027580236225,1,Moderate ($250K-$500K),2000
3626039325,20141121T000000,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,169.06392694063928,115,1,16,6.5,0.6897637795275591,1,Mid-High ($500K-$750K),1900
3362400431,20140626T000000,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,326.1006289308176,5,0,5,6.5,1.442831215970962,0,Mid-High ($500K-$750K),2010
4060000240,20140623T000000,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,233.4375,70,0,70,3.0,0.12979351032448377,0,Budget (<$250K),1940
3454800060,20150108T000000,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,109.4267515923567,65,0,65,6.0,0.16354166666666667,0,Budget (<$250K),1950
1695900060,20150511T000000,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,332.29813664596276,90,0,90,5.0,0.539906103286385,0,Mid-High ($500K-$750K),1920
7278700070,20150102T000000,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,275.0,51,0,51,5.5,0.3707136237256719,1,Mid-High ($500K-$750K),1960
